,comment,goodorbad
242,This movies cute y'all are just mad because you don't want to explain menstrual cycles to your kids,1
243,I appreciate the inclusive nature and the metaphor. The overreliance on the boyband drags it down from great to simply good.,0
244,"Turning Red started out kinda lame, but I stuck with it, & the ending didn't disappoint. It was a cute little fantasy with serious lessons baked in, & it was worth a look. I think Master Shi Fu would approve.",1
245,a beautiful and touching movie loved the look of it and music was perfect only problem was that the plot felt a bit weak as it tried to be a movie of a girl that wanted to sing again and got a chance to in U and also turned into a beauty and the beast movie and then switched to saving someone from domestic violence it did each enough service but when looking back it feels disjointed a must watch for the music and visuals but not much in the story department,1
246,"One of the best animated films I've ever seen. Beautiful music and story, a great movie.",1
247,Had me sucked in the whole time. Very emotional as well. Loved it.,1
248,I love it sooo amazing,1
249,"Absolute 💯, but it was weird when they took the concept of Beauty and the Beast quite literally, but other than that solid 💯",1
250,"Familiar story with a different twist, amazing animation, great soundtrack",1
251,No words can describe how beautiful this movie was!,1
252,The music and animation were beautiful but the pacing of the movie felt rushed,1
253,The ending was not what I expected but it was so amazing !,1
254,Best movie is long time. Must see,1
255,"""Puss in Boots: The Last Wish"" is a must see for all! I took my five year old twins as well as my twenty three year old daughter to see it, and everyone was engaged throughout the whole movie. It was very funny and endearing, and filled with many components of a great movie!
love it!",1
256,My 8 year old son really enjoyed it.  My wife and I thought it was funny too.,1
257,Great animated action for all ages,1
258,I took my grandkids ages 6 and 8 and they loved it and so did I.,1
259,"Did not expect to like this sequel as much as I did. The humor and wit expressed throughout the film provide another classic Puss in Boots tale. Great for all ages, definitely a must see.",1
260,"Fun, exciting and cute movie for the family.",1
261,Great movie! We enjoyed it so much!,1
262,I thought Puss in Boots The Last Wish was a super fun family movie. It even kept my 82 year old mother entertained and she falls asleep during every movie. Hope there will be another one soon,1
263,The best part about the movie was the dog and the Wolf,1
264,"The movie was entertainingly fun to it it was worth every single smile on my family's faces. The opening scene felt like a real 80s party, where everyone is having a good time...... Too bad the studio waited so long to make a sequel, they might be able to make an origin story to how he became our favorite fearless hero......",1
265,"As the clock of life ticks by, many of us begin to look back on our lives in terms of the opportunities we pursued and the regrets we hold over those we didn't. Those are the primary themes explored in writer-director Max Walker-Silverman's debut feature about a pair of childhood friends (Dale Dickey, Wes Studi) who reunite after many years apart at a remote Colorado campground. Their time together gives them a chance to reflect upon their lives, their memories and the loves they both lost. But where do they go from here now that they've reconnected? This tender, bittersweet arm's-length romance has its moments of humor, compassion and joyful reunion, as well as its elements of stilted awkwardness and protracted hesitation, reflecting the ambiguity the two principals are feeling after their long separation. It makes for some interesting dynamics set against the beautifully photographed backdrop of the Western wilderness. However, despite these strengths, the script feels a little thin with an underdeveloped narrative and back story, issues that are slightly exacerbated by the picture's slow but tolerable pacing. While it's true this offering proves that a film doesn't always need a complex, densely packed screenplay chock full of dramatic heft to be effective, it nevertheless seems that ""A Love Song"" could have benefitted from a little more substance. Still, this one has its merits, having deservedly earned Independent Spirit Award nominations for Dickey's lead performance and as a candidate for the competition's John Cassavettes Award. This is the kind of film that makes a good choice for a cozy weekend afternoon while curled up on the couch, and, thankfully, its economical 1:21:00 runtime is just long enough to make it enjoyable without becoming tedious – a nice little diversion without becoming tiresome.",1
266,Dale Dickey gives an outstanding performance in a beautiful love story with so much wisdom.,1
267,Outstanding performance by Dale Dickey in a beautiful love story that reveals so much wisdom.,1
268,"I  AM  familiar with both actors. Their performances were excellent but I found the movie's pace abysmal and the story very average.  It is of interest to see two old
people who knew each other when they were young and want to see if there is a spark in the present. It was actually pretentious to take so long between takes to get done what got done in the film.  I also thought the burial thing underneath her truck was contrived. Wes is a friend and an outstanding actor but  it did neither actor any favors to drag it out endlessly. I loved the ice cream cone scene..  on and on",0
269,I loved this film. Beautifully shot and acted.  Should get some consideration at the Independent Spirit Awards.,1
270,Sometimes the simplest story is the best one.,1
271,The cinematography is amazing. The movie slowly draws you into the longing that the characters feel for love and companionship while still facing their own personal obstacles to their own desire and passion.,1
272,"This is a slow moving but beautiful movie.  The performances are by the two leads are masterful and deep.  There are a few moments in the movie where it seems to be engaging in eccentricity for eccentricities own sake, but mostly it is a moving study of loss and longing.",1
273,Career-defining and awards-worthy performances by familiar Dickey and Studi. A sparse character-driven screenplay that is well-matched by the quiet and insular performances. The cinematography is splendid. A very welcome break from noisy blockbusters.,1
274,"This was probably THE MOST BORING movie I have EVER seen.  If this is a love story I'll eat my hat.  What you get in the beginning is the same scene over and over and over again of her putting out crab traps, pulling them in, cooking the crab & eating them.  Maybe 15 minutes of that.  After that you finally get the ""love of her life"" showing up and nothing happens.  A little SLOW dialog.   More repetitive scenes that are boring over & over.  We left the theatre finally and wish we had done so ten minutes in.  Really, truly a nothing movie.",0
275,This movie is awesome. Another Iranian move that shows the level of Iranian directors and their films.,1
276,Beautiful movie. Great actors. One of my all time favorites. Laughing and crying simultaneously..,1
277,"The debut of Panah Panahi is brilliant at times and a fantastic addition to Iranian filmmaking.  It is a family road trip film that is tragic, funny and relatable.  There are long takes and scenes where the camera is far away.  Then out of nowhere is a tangent that seems like it is from another movie, but yet totally works!  Powerful, gentle and a hopeful beginning to Panahi's future!  Final Score: 8/10",1
278,Wonderful acting.  Very funny dialogue.  Unusual story plot.  Breathtaking scenery-,1
279,"This film is quite touching and poignant but only really towards the end - I wasn't overly bothered about it for the most part before then. It depicts a day in the life of a family on a road trip, with their domestic issues and arguments. The young boy was relatively amusing (his energetic enthusiasm at times is certainly somewhat infectious), with some witty dialogue, drawing on the car windows and such like. The scene I really liked showed him cuddling up to his father in a warm jacket/top on the ground, with hail stones landing nearby.",1
280,An absolutely wonderful movie!,1
281,"Beautifully filmed in a stunning and (to someone living in Ireland) spectacular landscape, at turns whimsical and tragic, this film shows the cruel",1
282,"Excellent, beautifully shot, and for a debut director really impressive.",1
283,Hit the Road is a film that came with much acclaim but sadly it didn't really connect with me at all. This Iranian road film never feels insightful or compelling in anyway. A group of four are on the open road in Iran. An older woman and man and their twenty something son and their even younger son. Plus an ailing dog. At first we don't know the reason behind the trip but eventually we learn that the older son is leaving the country in secret. The plot is quite thin so a film like this relies on interesting dialogue and some wit and charm. Sadly it's never really received as this family is excruciatingly annoying. Especially the youngest son. I really wanted this film to just end.,0
284,"HIT THE ROAD by Iranian director Panah Panahi (who also wrote it) is about a boring family on a boring road trip across a boring landscape. Mum tries to laugh, but sometimes she can't help the tears that run down her face. Meanwhile, in the back seat, Dad is nursing a broken leg and the youngest belts out car karaoke. The only quiet one is the older brother. The family is hit by one problem after another, but they just keep going. All these elements may make it sound like an interesting movie. But, while the cinematography is gorgeous, and the little boy, played by Rayan Sarlak, is a scene-stealer, the film feels long and slow. There's no real plot or character development and for most of the movie, we have no idea what the purpose of the trip is which means the events on the trip a without context.

If you're in the mood for a visually stunning but ultimately frustrating film, HIT THE ROAD might be for you. Otherwise, skip it.",0
285,"'Gagarine' was first a short documentary French film turned into a feature length fictional drama.  It should have stayed a short as this was stretched and mostly unenjoyable.  When you only have 45 minutes (AT MOST) of material or words on the page you simply can't expect a 97 minute feature to work. The movie once again shows the disconnect between the real people watching movies and elitist critics.  Newcomer Alséni Bathily turns in an eye-opening performance as Yuri which is the best part of the picture.  Too many unexplained montages in a film that is way too contemplative. With supporting characters criminally underdeveloped and the stakes never really explained, 'Gagarine' in a colossal wasted chance to put the underserved in focus.  That focus should have been SOLELY on people displaced from their homes and relationships potentially altered forever. Giant swing and a miss.  Final Score: 3/10",0
286,"""Balancing whimsy-tinged magic realism against serious themes of community and displacement, Gagarine is as bracingly original as it is ultimately poignant"" (RT). Suffused with an extraordinary demure halo, glocal, mic-mac, innernaut-cosmonaut maximized from the banlieue to the moon and from deep space to the suspended return: a memorable debut. 
(Mauro Lanari)",1
287,"This film has a lovely dreamlike feel to it. It depicts young adults trying to escape their barren surroundings, dreaming of a better, more exciting life, wondering what may exist, to be explored in space. I suppose in a way its an example of a compelling escapist, or immersive, film, that does well at pulling the viewer in to the world of the characters on screen. I can certainly relate to having a curious imagination. It is a bit of an arty film, so possibly may be a little too abstract for some peoples taste but its definitely got a nice warmth to it, which I enjoyed. I particularly liked the library footage of space explorations shown in between scenes set on Earth and the floaty/dreamlike music softly played in the background at times. I also liked the use of bright colours, particularly red, to emphasise some brief scenes as depicting imagined scenarios.

Yes, I'd recommend this film.",1
288,Gagarine is an intriguing and beautiful film. One that combines realism with magic with great skill. Set in Cite Gagarine in Paris it concerns itself with a group of young friends coming to terms with losing their home. Cite Gagarine are high rise apartments built in the 1970s and named after famed Russian cosmonaut Yuri Gagarin. The main character is named Youri too and he is a 16yo boy trying to keep the block of apartments afloat by undertaking repairs. The commnunity wants to keep the block alive but the council is determined to demolish them. Youri also has a fascination with space and the film blends quite well the realistic nature of everyday life and his 'magic world' of looking to the stars. Alseni Bathily is superb in the lead role. This is a lovely film that was compelling to watch.,1
289,"When a rundown housing project on the outskirts of Paris is slated for demolition, its predominantly low-income immigrant residents face forced eviction and relocation. But one occupant resists. As an aspiring astronaut, 16-year-old Youri tries to save the complex of high-rises named in honor of Russian cosmonaut Yuri Gargarin, the first man in space and the youngster's namesake. But, when the clock runs out, he must scramble to survive as the project's only remaining resident. It's at this point, though, when the picture loses its way, turning somewhat preposterous. And, the longer it goes on, the more the film turns surreally preposterous, mixing fantasy and reality in a fuzzy, disjointed way, leaving viewers wondering how the two actually mesh. The result is an unsatisfying disappointment, almost as if directors Fanny Liatard and Jérémy Trouilh ultimately didn't know where to take their debut feature. That's regrettable, given that their production seemed to start off with a promising premise that lost its legs part way through. It's commendable to dream for the stars, but you have to have a flight plan in place before you launch, something that's sorely lacking here.",0
290,"Here in the U.S., housing projects are place for our government to say we're doing good things for people while in reality we are hiding and warehousing the things we don't want to see - generational poor, unskilled, immigrants - away from us. Gagarine suggests that it's pretty much the same in France. Like an abused child or spouse who won't leave their abuser, some residents cling to their soon to be demolished cesspool of despair and decay. Sadly, neither the movie nor the characters go anywhere. Interesting technique and editing, but lacking story.",0
291,"Very good, It's like a ""new Suspiria""",1
292,Perfect amount of creepy. Really enjoyed it!,1
293,"Wasn't absolute garbo neither was it good enough. Points for originality, but the execution was messy, the ending beyond ridiculous and it wasn't really scary or disturbing.",0
294,so weird and disturbing but wow,1
295,"Really enjoyable, very creative and original! Im probably gonna give this a second watch",1
296,"This is an overly ambitious movie, a melange of mythical themes, and lots of surreal Art Basel style performances. Unfortunately for the viewers, this get the tumbled, jumbled treatment from director and writer Travis Stevens. Low budget, heavy handed, clunky, amateurish at best, throw in some truly awful, cheesy production and silly effects design and voila; a boring, laughable, stupid ""Arthouse"" film. A compelling, clever horror, it is absolutely not.",0
297,"Hmmm…not quite sure what I just watched. To me it was a bit of mess, despite how artfully intriguing the movie is (according to so-called expert critics). I liked Sarah Hind in this but she ‘went walkabout' for too much of the middle stages of the movie - she was the glue holding the movie together in my opinion…without her, it lost direction. Sure it was low budget, but this day and age you really have to get the blood right, especially when there's so much of it. It was too red and paint-like, came across very amateurish and detracted from the realism the producers were trying to create.",0
298,A complete mess. The director watched some Argento movies and threw them in a blender. Then he had all his friends and family write glowing pseudo-intellectual and sophomoric reviews. Avoid at all costs and don't say you weren't warned.,0
299,"This movie was like a bad Dario Argento rip off. The first half was interesting enough, but after that it devolved into a farcical snooze fest. If you’re looking for a decent horror movie, keep looking. This isn’t it.",0
300,Bruh. Started off with a cool first act. Love the vintage 70s vibe. Second act was something else though….,0
301,"What a beautiful beautiful movie, with such heart. Incredible performances by Essie Davis and Thomasin Mckenzie.",1
302,Essie Davis' performance is astounding and holds this story together. She brings you inside Bunny's experience and profound love for her children. Come to this film willing to be open and moved.,1
303,"I enjoyed the action,  great story line, it kept my attention. Female empowerment movie.",1
304,"If if really represented a true story, I liked that.
I didnt liked seeing so much blood shed.",1
305,"Great cinematography, good historical content, full of action, excellent wardrobe design and most of all great casting and acting",1
306,Better than a 5 star if thats the highest rating,1
307,"Interesting story with good acting. The cinematography was beautiful, and the music and sound effects added to the overall story.",1
308,The movie was powerful and inspiring,1
309,"I ""Loved"" the movie!",1
310,"Great acting, believable fight scenes...loved it!",1
311,"Speechless,,,, JUST PHENOMENAL!!!!!!",1
312,"Although there was a lot of blood shed, it had a powerful moral to the story!  Amazing job Viola.",1
313,hella stroking texas chainsaw lmao,0
314,"beautifully shot....so eerie and sexy, great performances, especially Mia Goth.",1
315,"I love love love a24 but definitely not their best work , not bad work by any means but just not great",0
316,It had great cinematography with gruesome images. Leaving you were your on the edge of your seat waiting for more.,1
317,"entertaining, and one of the funniest movies of the year. A24 is the best studio in Hollywood.",1
318,Was terrible. Did not get scared one time,0
319,A fresh and somewhat original concept for a slasher horror movie. The cinematography was great and the graininess of the camera used was deferent than most horror movies. And it added a certain authenticity to the era it was trying to portray.,1
320,It was good but not as good as I’ve heard it was,1
321,Great movie that kept me engaged. No letdowns.,1
322,Was not expecting this bro 😭😭,1
323,"The key to making a good thriller is to offer an intriguing, twist-filled story but not one that becomes so convoluted that it becomes indecipherable. And that's where writer-director Park Chan-wook's latest comes precariously close to losing it. Mind you, the picture manages to keep itself from careening over the edge, but, in its valiant attempt to offer something more than just a prototypical suspense saga, it introduces a wide range of elements that can make following the flow of the narrative somewhat challenging at times. That's further complicated by a screenplay that tends to jump around more than it needs to, especially in the opening half-hour during that critical phase where the movie is establishing itself. Thankfully, those rough patches get smoothed out as the story goes on, enabling the film to ultimately live up to its thriller designation, even if it takes a little longer than it probably needs to in doing so. Still, this tale of a detective investigating a possible homicide who becomes obsessed with the victim's widow (a prime suspect in the case) serves up a generally compelling yarn whose title is ably reflected in many of the picture's diversely interwoven story threads. It's also refreshing to see a film in this genre play itself out with an ample amount of offbeat humor and inventive camera work, something all too infrequently included in pictures of this stripe. Nevertheless, ""Decision To Leave"" could have used a little more fine-tuning to make it work more effectively and more truly deserving of the many awards and accolades it has received thus far. It's a fun watch with some intriguing elements that distinguish it from its peers, but it's not quite everything it could be as movies in this genre go.",1
324,Such a beautiful noir romance. Definitely Recommend!,1
325,"One of the sexiest films of the year even though it is one of Park Chan-wook's most chaste movies. It has the twist and turns of a soap opera, with a great love story that switches seamlessly between the comedy and tragedy, an intriguing murder mystery, and two delightful lead performances oozing with charisma, all in the framework of a film noire. Tang Wei as the femme fatale Song Seo-rae is mesmerizing. Whenever she is on screen she commands it and you can't possibly take your eyes off of her. Park Hae-il as Detective Jang Hai-joon counters that with charm and sincerity. Their scenes together are magic and you root for their love to Prevail. The dialouge is really interesting here whether spoken or in text. The language barrier between the Chinese immigrant Seo-rae and Hai-Joon plays a pivotal role in both bringing them closer and keeping them apart. Park Chan-wook's directs the hell out of this film. His camera puts the viewer in the right place in the right time, and the film is the better for it. The editing is bold and flashy. I also loved the score, and that recurring song ""The Mist"" is one of best musical needle drops of the year. 

I really loved this film, and I am only sorry that I missed seeing it during its run in Red Sea International National film Festival earlier this month, because this is a feast for the eyes, and it should have been experienced in the big screen.",1
326,"The rare film that is impeccably crafted, beautifully acted, and is never not interesting…and yet it didn't make me feel a thing or really think about anything at all. 

This one will have to be taken to a lab and studied.",1
327,"confusing, boring, and overly long. Don't bother.",0
328,"Another masterpiece from Park Chan-wook. One of the greatest filmmakers working today making one of the greatest movies of the year and decade so far. It has some of the best editing and cinematography out there, the writing is on point, the acting is perfect and it all comes together to create one of the most emotional and tragic love stories ever.",1
329,"Beautiful , Can't recommend it enough",1
330,The best movie of this year,1
331,"I would say this is my favorite film this year. You didn't need to understand everything to feel everything. The pace for this movie is perfect.

Hopefully this film get the recognition from academy.",1
332,An hour too long which made a film with potential boring. Interesting ideas but way too much unnecessary filler material. Unfortunately the director was given too much money and leeway and lost his way but putting in too many extraneous scenes.,0
333,Aubrey Plaza is baddazz!,1
334,"Love Aubrey Plaza, the movie was just sort of mellow. Nothing crazy. good or bad. Just a way to kill a couple hours.",0
335,Plaza is outstanding. Her supporting cast was good but the difference between this being a good rather than great flick.,1
336,"Fckn brilliant. Another swish for Evil Hag  we were on the edge our seats, curling our fingers and toes, scrunching our faces and opening our eyes! Engaging, intriguing!! !! The drive home took like 15 seconds relatively because we couldnt stop talking about it!!! Treat yourself!!",1
337,Intriguing shes great,1
338,Good plot driven film. Motivations were good and believable. good acting. really enjoyed it,1
339,"The casting was brilliant, the acting at the top.  The tension between the light and the dark side was taut.  And totally believable.",1
340,Excellent movie! Highly recommend. Aubrey Plaza is brilliant.,1
341,Emily the criminal was a crazy ride from start to finish. It kept the adrenaline up with seat gripping anticipation.,1
342,"I liked the whole movie.  I was interested in how credit card fraud is done and how dangerous it actually is.  It was all for my own reasons watching this movie.  My sister is Pamela the Criminal.  She eventually got caught and served her time but she's still a criminal.  Good movie, had some action, humor and Emily was tough as nails.",1
343,"I loved the cast and thought they all played their part well.  The scenery was good, showing off Paris nicely.  I wasn't expecting much but experienced a heart-warming movie.  Thank you.",1
344,"I loved the portrayal of Mrs Harris!
Its a feel good movie while teaching some important life lessons. As a side note, Ive never seen such beautiful flowers, or clothes. This movie was a completely enjoyable experience!",1
345,Some good acting but the plot is an unbelievable adolescent fantasy.,0
346,"TOTAL FANTASY - GREAT ""GETAWAY"" without moving an inch!
Good storyline, wonderful characters LOVED the ending!",1
347,A film that really must been seen in a cinema and with a group to appreciate the delicacy of the story and the exquisite location footage of Paris. Worth watching. Enjoy!,1
348,Oh my God it was the cutest movie Ive seen in a long time,1
349,Delightful heartwarming movie 🎥🍿,1
350,"A well needed break from not only the world but also from the violent, twisted and dark stuff Hollywood is churning out.

It also is a story of self love, hope and not letting life pass you by.",1
351,My wife and I enjoyed it!!!,1
352,"Very sweet storyline and great acting by everyone.  It's a wonderful old-fashioned ""feel good"" movie. Something we really need these days.",1
353,Exquisite film. Exquisite casting. Bill Nighy brings you to tears.,1
354,I highly recommend Living.,1
355,Solid remake of a classic.,1
356,Tremendous acting by the principals. Quiet believable story,1
357,Incredible acting. Slow moving but very moving and rewarding.,1
358,"Utterly amazing. Got to see this for a screening last night and it’s a great adaptation of its source work, and Nighy is simply magnetic. ",1
359,"I am a huge fan of Bill Nighy and was looking forward to this but I think we should just remind ourselves here that Nighy can do parts like this falling off a log. He has just the right amount of self deprecating disdain, and is guaranteed to underplay virtually everything to great effect. But to be honest I didn't think the screenplay was good enough. There could have been far more resonance.  The scenes where he goes AWOL on the south coast were probably the least convincing and his relationship with the young girl at the office could have been so much more rewarding. We see him actually getting something done before he dies, but we only glimpse at him being deliberately obstructive earlier on. We see him failing with the young girl but we have not seen him soldiering on alone with no one. The film was based on a novel and so often films from novels do not really work. I would say this is a perfect example.",0
360,"Yay! An entertaining, well written, well performed, diverse, queer story! ",1
361,What a wonderful movie.,1
362,Enjoyable rom-com. Should have a a second movie to see where these characters end up.,1
363,"I mean, I haven't seen that many adaptation of Jane Austen's Pride and Prejudice, but I'm pretty sure this is the best one yet for an obvious reason.",1
364,"Amazing!  Funny, touching.  What a cool modern twist on Pride and Prejudice. LOVED It.",1
365,"Bowen Yang, Conrad Ricamora, and Joel Kim Booster create something so fresh, relatable, and hilarious in this LGBTQ summer rom-com. Leaving behind some of the cliches and offering a new take in its own category, Fire Island was spectacular, a trailblazer that even Jane Austen would be proud of.",1
366,"This movie was awful, the acting was extremely bad, the characters were too stereotypical and the leading men were not believable. I don't have a single redeeming quality to post about this movie, it was a waist of time and money.",0
367,"Loved this! It's the perfect mix of funny, sweet, and serious. It felt like real life more than most films.",1
368,"Cute and sweet.  Lots of stereotypes, but still fun.",1
369,"Fire Island is a 2022 American romantic comedy film directed by Andrew Ahn 🔥

It's very good! 😀
 I'd recommend it 👍🏼

A very witty screenplay, with heart. 

IT TAKES A MATCH TO LIGHT A FIRE.
A group of best friends gather in the Fire Island Pines for their annual week of love and laughter, but when a sudden change of events jeopardizes their summer in paradise, their bonds as a chosen family are pushed to the limit.",1
370,"Es literalmente la peor porquería que he tenido la desgracia de ver. No hay arco, no hay aprendizaje, no hay NADA. Literalmente es la historia de una niña morena, con trastorno de personalidad múltiple, o al menos es lo que creo que quería plasmar el pelmazo que escribió el guión, pues pasa de ser aventurera a miedosa, y de repente lo sabe TODO. Y curiosamente no necesita ningún tipo de arco para aprender nada, pues es un personaje perfecto, mientras los hombres blancos y privilegiados son unos tontos nada más porque sí  xDD. Eso sin mencionar que al final incita a la desobediencia civil, da un golpe de estado casi ""sin querer queriendo"", y al final nos enseña que un niño de apenas ocho años tiene mayor juicio que un señor de casi 50, que ha vivido toda su vida en el mar. No pierdan su tiempo con esta cochinada.",0
371,"Una maravilla visual colorida y con una animación espectacular que no tiene nada que enviarle a pixar ni Disney , el director no presenta una hermanita película con un guion muy bien desarrollado con la temática maravillosa de los piratas , aunque toma aspectos de cómo entrenar a tu dragón esta película se defiende por sí sola Gracias al corazón y cariño con qué fue hecha , los 2 protagonistas tiene una gran química ya que ella le enseña el mundo que él desconoce  gracias a su ignorancia y la crianza que le dio su figura paterna , en la contra parte el antagonista porque no es un villano es un personaje que se dejó llevar por su ira y resentimiento , los personajes secundarios aunque no tiene mucha relevancia son divertidos y se siente como una familia de piratas , esta película no redescubre nada y no lo necesita su carisma propio , lo divertida y trepidante que es la aventura la hacen brillar 

C:8.9/10",1
372,Nowhere near as clever or endearing as it makes out to be.,0
373,"Really enjoyed this one! It not a 5 star epic, although it attempts to be. But what it does do, it does very well and worthy of a watch, and possibly a re-watch years down the line. Great job. ",1
374,"Absolutely loved this film. Is extremely funny and entertaining for both kids & adults alike. Yes the storyline isn't exactly mind-blowing but the way it is delivered is, in my view, hat makes this film a must-see.",1
375,The Sea Beast presents a sailing adventure that is wonderfully animated and impeccably voice acted that is a lot better than what one might think at first glance.,1
376,"A great story about pirates hunting sea monsters that was ruined by an unruly child. It turned into a ""let's hug it out"" snoozefest. If they had stayed with the monster hunter storyline it would've been pretty awesome, but alas, they went the ""everybody should be friends and just get along route"" and made the show unbearable. Bummer.",0
377,"An inspirational film for all ages. Cleverly written to engage the minds of all members of its audience, The Sea Beast pokes holes in modern society and historical pillars while maintaining an whimsical and playful feeling throughout. Heartfelt and warming and providing great meaning, I would recommend this to any person who dares to question the world in which we live today. Truly a genius film.",1
378,Very likeable movie...,1
379,Over rated monster and child tale and attempt at feel good story telling.,0
380,Its a good second part of the first film. It explores charecters and gives Enola a more prominent personality. I actually enjoyed it more then the first part. Is it the best movie ever ? No. Was It bad? Also no. Its a decent film thats all,1
381,"Nice movie, using strenghts and weaknesses of its characters to create a pleasing performance.",1
382,"Loved it! I liked that Sherlock was in it more than the first one, great mystery and characters",1
383,Rating: 7/10. 76/100,1
384,"Love both films!!
The sequel continues to thrill as did the first!!",1
385,"Um bom filme, não é melhor que o primeiro e tambem não achava que precisava de continuação mas, realmente não prometeu nada e entregou (quase) tudo.",1
386,"Ah, que delícia de filme! É um longa que mistura comédia e investigação numa dosagem perfeita. E se eu já tinha gostado do primeiro, esse me conquistou muito. Isso porque aqui as reflexões do anterior são consolidadas e complementadas. Eu simplesmente adoro a personificação de Enola Holmes na pele de Millie Bobby Brown - essa menina atua bem demais e com certeza vai nos presentear com muitas atuações memoráveis. Aqui, acompanhamos uma Enola mais madura, enfrentando um problema que infelizmente é real até hoje, ainda que de formas diferentes - o machismo. O longa nos mostra a tentativa da personagem de se consolidar como investigadora e penando muito por ser mulher, jovem e ter um irmão famoso da área. Para isso pouco importa se ela é boa ou não. E isso se estende até o final, que não é tão feliz quanto deveria, porque Enola Holmes não se torna extremamente bem-sucedida - o que é bem realista e traz uma sensação amarga necessária. Gosto demais, também, das interações de Sherlock (Henry Cavill) com Enola Holmes, aqui sem o chato do Mycroft (Sam Claflin). O filme peca um pouco, pra mim, na ação, que é mais presente aqui que no primeiro. Mas em nenhum momento eu esperava um filme de ação e, por isso, não há prejuízo para a trama. O romance continua não sendo o foco, ainda que seja desenvolvido e consolidado aqui. E isso é algo que muito me agrada. Enfim, eu curti demais e veria mil outros filmes desse grupo!",1
387,Love this take on the Sherlock Holmes world. It's fun and the plot is pacy. Mille Bobby Brown is likeable and bubbly as Enola and Henry Cavill is as good a Sherlock as he is Superman.,1
388,Even wittier than the first one! I enjoyed it and the storytelling. I like the balance of Sherlock being in the movie but still mostly about Enola. I hope they make a third one. One of the few movies where I think the second was better than the first but both are great. ,1
389,Benign good spirited fun but a bit too much like Sherlock Holmes meets St Trinians for my liking,1
390,"A refreshingly unique and nuanced approach to a story of love after trauma, without reliance on flashbacks or other tired tropes.",1
391,Enjoyed it more than I thought I would. Nothing new here but a familiar watch that is worth the time. And I discovered the song Slave to the Radio which made the movie for me.,0
392,"Boring, drawn out, silly British movie!",0
393,A romance story of two opposites. Seen better,0
394,"Nice, enjoyable RomCom.",1
395,The most-romantic 01 hour: and 34 minutes ever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
396,"Love stories have been a staple of the movie industry almost as long as there have been movies. But, for such releases to truly stand out, they must offer something of their own to distinguish themselves in this genre. Writer-director Clio Barnard's latest does its level best to achieve that, but, regrettably, it comes up short. Set in a working class neighborhood of Bradford, West Yorkshire in the north of England, the film follows the choppy, often-meandering relationship of its two title characters, a widowed, middle-aged immigrant Irish Catholic grandmother and a younger British-Pakistani would-be musician who's separated from his wife. In entering into their passionate but tentative romance, Ali and Ava are each carrying their fair share of baggage (conditions that no doubt contribute to their hesitancy to become deeply involved) while attempting to cope with outside issues related to cultural taboos and less-than-subtle racism. However, despite the picture's efforts at creating distinctive characters operating under a distinctive set of circumstances, the narrative never comes together as cohesively as it might have, yielding a patchwork of moments of varying degrees of intensity and engagement, a mix that doesn't quite gel. For every scene that effectively draws in viewers, there are just as many that are shallow, extraneous throw-aways. What's more, the story lines related to the outside issues aren't developed nearly as fully as they could have been. To be sure, the film features fine performances by Adeel Akhtar and Claire Rushbrook as the two leads, but, considering the ample critical acclaim that has been lavished on this offering, as well as its two BAFTA Award nominations, ""Ali & Ava"" nevertheless proves to be something of a disappointment. This attempt at creating a profound love story could have benefitted greatly from some much-needed shoring up in a number of key areas – especially as an offering in a genre that inherently calls for distinction to genuinely stand out.",0
397,"Loved this film, beautifully filmed and acted by all, a gentle, engaging treat.",1
398,"Clio Barnard's Bradford-set drama, as indicated from its title, revolves around Adeel Akhtar's Ali, a kind but slightly aimless Pakistani amateur musician, and Claire Rushbrook's Ava, an Irish/Caucasian teacher's assistant and young(ish) grandmother of five. They are the quintessential chalk and cheese couple down to their musical tastes (he dances to rave music on top of his car and she enjoys country and folk) but they also share a messiness in life and a loneliness bore out of their circumstances, with tightly held secrets that are eventually teased out as the film slowly unfolds. Building upon a Loachian blueprint grounded in working-class realism, the effective camerawork is unfussy and unintrusive, while Akhtar and Rushbrook who have been solidly reliable character actors for anything they're in on big and small screens, give us tremendous performances that are layered and moving. Barnard's use of their contrasting musical tastes as a narrative device is inspired, as we see them first introducing each other to their playlists and as their relationship deepens, they try assimilating their taste to one another. As a celebration of multiculturalism and a portrait of a relationship between two adults who had lived a life before they met, Barnard's screenplay touches on aspects we expected it to: race, objection from family members, the hesitancy of middle-aged courtship. However they are handled gently and humorously while steering clear of sentimentality and troupes that can easily turn this into a lesser, more generic melodrama. So it's a huge let-down when it drops one of the worst cliché in its run-up to the ending, contriving a misunderstanding between them that's resolved in a quick yet still abstract indie film manner. It's a cringing and unnecessary move that ruined the film for me, as an almost 4-stars rating plummets to a barely 3.",0
399,"Claire Rushbrook and Adeel Akhtar are marvellous in a very understated film. Ali and Ava is a refreshing and original take on the 'rom com'. It is funny, sweet and charming and a film I would re-watch with pleasure. Writer and director Clio Barnard does an excellent job and continues to build an impressive filmography. The film is in the social-realist vain of Ken Loach and other British filmmakers and is all the stronger for its lack of narrative through line. Instead, the film becomes a series of slice of life scenes where character and relationship is its focus",1
