,comment,goodorbad
2507,"Crime drama from the perspective of the leftovers, the detritus of the criminals. Rachael's character is developed expertly both by the writers and the performance in this role.  A true pleasure to watch and I am richer for it.",1
2508,"Most of the film, she sits in a house with the baby crying. The interesting trailer tricks you into watching it, but it's not like it's trailer at all.",0
2509,"Shallow, no plot, ( what there was if it was completely unbelievable), no characters developed. A total stinker. Don't waste your time.",1
2510,The storyline was great but the ending left me wanting more,1
2511,"sick of byg at this point and idk even know if she's dead, however cute friendship.",1
2512,A really nice story with decent acting performances and a final that will divide opinions. A must watch.,1
2513,So simple and beautiful.,1
2514,"Such an amazing movie. Totally thought the movie was going one way, changed on me, thought it was going another way, flipped again. Soooooo good. So, so good. The movie was missing a good sex scene, and I definitely would have loved more development romantic development on the f/f storyline, but I can't even give less stars because it was so good. I want a sequel, please!!!",1
2515,"Powerful and tough to watch at times, To the Stars is a relatively fresh take on the historical coming-of-age genre.",1
2516,"That time. That place. Was full of wonder and dreams of what could be. Now, we enjoy an easier life, a better world where more are free to follow their heart, to love everyone. It's an inalienable right, fulfilled. When we stand together for love, nothing can ever stop us ❤️USA FOREVER🇺🇸 Love your fellow American.",1
2517,not interested in watching,0
2518,"A touching, entertaining coming of age story about a teenage outcast in 1950s small town Oklahoma who has trouble fitting in until she strikes up a transformative friendship with a newly arrived big city girl. While the film has its share of cliches (especially in the last half hour), it's also chock full of surprises, warmth and incisive humor. Exquisitely filmed in black and white with a fine cast, smart writing and an atmospheric score, this latest offering from director Martha Stephens recalls such releases as ""The Last Picture Show"" and ""Desert Hearts"" but with a narrative and sensibilities all its own. It may be a little-known film, but it's definitely a heartwarming charmer, now available on first-run online streaming.",1
2519,Just so perfect. A throwback in the best way,1
2520,"This is the kind of film that you may want to spoil for yourself before watching, or you might not have any idea what's going on. After reading multiple articles to figure out what was happening, I liked the themes of the story, and it gave me a lot to think about which I love. 

However. Actually WATCHING this movie was difficult and almost painful. Long, rambling conversations and too many unnecessary artsy shots made the film feel excruciatingly long and boring, while at the same time it was probably the most pretentious movie I've ever seen. The best example of both of these would be the 10-minute interpretive dance towards the end...

So to sum it up, I really don't know how to feel about this movie at all! Maybe the book is better?",0
2521,"You probably need to watch it more than once to fully understand the plot but once you do it becomes the craziest story ever. And even when you don't understand it, it's still a enjoyable watch; making up theories and not knowing where the story will go next.",1
2522,the ending is just a dissapointment,1
2523,"The movie meanders between genre, including a distinctly play/musical segmentation, such that you feel you have watched multiple non sequitur conjoined vignettes.  I can appreciate the time travel metaphor, but that it wasn't so self-indulgent over pain and loss.  What may have been therapeutic for Kaufman in the making of the film, is laboriously taxing and burdening for the viewer.  Is wasting the ice cream snack worse than my problems?  The movie could have been comedic and manageable, as the protagonist seems never to have emotionally graduated from high school, if it were more like Napoleon Dynamite.  But as we have it here, any possibility of sympathy, is turned to wrought over this narcissistic and foreboding character role.",0
2524,Too sophisticated. Not bad though. It's fine.,1
2525,I couldn't even finish this. I need the time of my life I wasted back.,0
2526,Sort of interesting idea but it fizzles out and does not live up to its potential.,1
2527,"A must see, beautiful looking and profound, too bad people discard it only because they didn't get the meaning.",1
2528,Uncomfortable to say the least.,0
2529,"Probably not a movie to watch at on a Friday at the end of a long week when you are tired. I love science, art, and existentialism. Being John Malkovich intrigued me. However, this film was suffocating. I did enjoy a few key moments of the parents absurd psycho babble, and some really great points spoken, as points. However, the flow of the story was in-cohesive and while it left me with lingering questions, it was more frustrating with the pretentious energy draining banter. I felt void of all energy by the end of movie. It leaves much to the imagination to ponder, yet a quote in the book of Tao can do the same, in only a sentence or two.",0
2530,"A wonderfully done remake of the famous 1968 movie, based on the stage play.  The actors are all very good.",1
2531,"Well written and superbly performed with special shout out to the performance by Jim Parsons, just exceptional. This movie is like nothing you've ever seen before!",1
2532,"I had heard so much good about this but it did not live up to my expectations. Like sure, it passed the time and was not bad but not so much more than that, I was just like ??? alot of the time",0
2533,great movie absolutely in my top 3 best movies.,1
2534,"Weird movie! Type ""intellectual bestseller"" for gays))) A lot of smart words and thoughts and ideas and feelings...but it all gets stuck in the hopeless boredom of the script..or human madness. The protagonist is hysterical, aggressive, impulsive... there is nothing good or bright in him. Why should I watch all this?",0
2535,"Put the phone down.  So this is about a group of seven gay friends in 1960s New York City.  It is the birthday of Harold (Zachary Quinto), so Michael (Jim Parsons) throws a small party at his apartment.  When you add a couple of surprise guests and a lot of alcohol to the mix, it is a recipe for drama.  I feel like I have one of these movies every year.  With the number of movies that come out any given year, I'm bound to miss a couple of ones I'm interested in, and I don't like going into a new year without completing my watchlist from the previous year.  It was Portrait of a Lady on Fire in 2019, and The Boys in the Band is that movie for me in 2020.  It's a shame I missed this Netflix remake last year because it would have made my best of the year cut.  Now, this is based on a stage play that I have absolutely no familiarity with, and it was already adapted into a film fifty years ago.  They decided to keep it set in the 60s, and I think that was the right call to make.  Even behind closed doors, I don't think this script would work as fluently without an update to language in modern times, but keeping the decade the same helps to keep it feeling natural.  I enjoyed the period piece touches of this, which includes a snappy soundtrack that doesn't get flashy or in your face, but still delivers some great music at the same time.  Once these guys get together, that is when this picks up, and that only takes about fifteen minutes to get there.  It's very stagy in the best way possible, and for me, this found success the same way that One Night in Miami did.  It's essentially a bottle story as 95% of the events take place in this apartment, and I would love to see a live production of this.  It's an ensemble effort, and I didn't feel like there was a weak link, but at the same time, I did always feel like this was Jim Parsons' movie.  I think he gets a bad rep as an actor from people who hate on The Big Bang Theory, but I have always thought he has serious acting chops.  The culture was so much more closeted back then, and this story remains relevant when you compare it to now.  We have made a lot of progress, but there is still more work to be done.  I think everybody here shares tremendous chemistry, and that is the secret ingredient that keeps this so engaging.  I always believed that these guys are friends, and I bought into the history of their pasts with one another without having to see it.  They rib each other as friends do, but lines eventually get crossed, which is always a possibility when you add too much liquor to the equation.  I was thoroughly engaged by The Boys in the Band from start to finish, and I would happily watch this again.",1
2536,I like this and have seen the original. I found myself a bit bored but I really appreciate that virtually the entire cast is gay in real life. I think that is really important and worth celebrating.,1
2537,"The movie does a good job at showcasing the conflicts that some gay men have, it also shows that not every gay person is the same, they all have different personalities and opinio...",1
2538,"The film has several flaws, but I really felt like I was in a Broadway show and had great entertainment watching",1
2539,"Que delícia, adaptação de uma peça teatral, deve ser igualmente divina, um papo descontraído entre amigos, nos sentimos super íntimos, divertido, contagiante, baseado na vida de alguns amigos conhecidos do autor (que faleceu meses antes do lançamento), não tem como não amar e se identificar, personagens cativantes, temas sensíveis, diálogos envolventes… Adorei a brincadeira, e jamais participaria, jamé… E um final triste, quase trágico, reflexão sobre aceitação, preconceito, amores e dores...",1
2540,It covers some of what people go through when a child goes missing. The toll it takes on the relationships that are left behind.,1
2541,"This is a very quirky film, which struck me as a bit like a play only obviously a film version of it I suppose. It seemed somehow quite touching, being primarily about a father trying to re-connect with his son, spending time with him and sharing family tales - imparting his wisdom.

In some scenes there's not much dialogue, thus it can be pretty quiet, which may bore some people but it does create a certain atmosphere. I like the fact most of the settings feature quite stylishly coloured surroundings (think bright colours and funky wallpaper). I thought symmetry played quite an important part in the cinematography somehow. Speaking of cinematography, I liked the cats eyes type shots - panoramas of sometimes desolate landscapes.

It has quite a British feel to it too, unsurprisingly. If your a fan of the wordplay game Scrabble, then I reckon you would enjoy this film. Also, if your wondering about the title of the film, it is specifically explained (i.e. what it means) during the film.

Bill Nighy, Sam Riley and Alice Lowe both give very decent performances, in my opinion (also present are Jenny Agutter and Tim McInnerny). There are some amusing lines of dialogue, though I'd say its more of a quirky drama than an 'out and out' comedy film as such. The music featured is also quite poignant and helped add to the atmosphere, I felt.

Yes, I'd definitely recommend this film - I thought it was both quite nicely understated and surprisingly touching.",1
2542,"Sometimes Always Never (2019), directed by Carl Hunter and written by Frank Cottrell Boyce, is a quirky dramatic mystery with touches of comedy.  It stars Bill Nighy (Alan), Sam Riley (Peter), Alice Lowe (Sue, Peter's wife), Jenny Agutter (Margaret), Tom McInnerny (Arthur), and Louis Healy (Jack, Peter's son).

Nighy plays Alan, an articulate, dapperly dressed widower, a tailor by profession, who moves in temporarily with his adult son Peter and his family.  Years ago, Alan's eldest son Michael walks out on the family over a game of Scrabble and is never heard of since.    Alan embarks on a decades long search to find him which proves fruitless.  The film opens with him handing out flyers of his missing son Michael.   When a body turns up, Alan and his adult son Peter must identify the remains.  Alan's tenuous relationship with his second son is put to the test.  Is the body belonging to his son Michael? Can Alan and his family have closure?  Is Michael still alive which Alan suspects when he encounters an online Scrabble player who uses the word ""Zo"" like his son did so many years ago?  The film is full of twists and turns which fuels the dramatic tension of the film.   

Nighy's physical characteristics and social attributes - his lankiness, deep voice, calm demeanor, intelligence, and social graces renders a sympathetic nuanced portrait of an elderly man mourning the lost of a son.  It's a well acted film and all the characters have their moments to shine and show their mettle.  The theme of the sudden death of a relationship figures prominently in the narrative and makes the film relatable to a wide audience.  Who hasn't suffered the loss of someone significant or meaningful in their lives?  The narrative of the long lost son is juxtaposed against the narrative of Alan's undying search for his lost son Michael and his relationship with his second son Peter which is simmering with tensions which fuels the dramatic tension in the film.  

It's an appealing film beautifully shot and acted with an intriguing story line.  The motif of language and connecting runs through the film providing the film with a cohesive structure.  The game Scrabble features prominently in the film which not only serves as a  means of fostering and not fostering communication and connection but is the clue to solving the mystery of Michael.  Alan is a master at the game and in one of the most quirkiest scenes in the film is when he hustles a couple in game with a view to shaking down Arthur, Margaret's husband, out of two hundred British pounds.  One of the most powerful scenes in the film is the scene involving Alan and the coroner behind an opaque glassed paneled door which they have entered to identify the remains, only the shadows of their silhouettes are visible.  

It's an intriguing film because it is in essence a re-working of the biblical Jesus parable of The Prodigal Son which appears in Luke 15:11–32 which crops up in the text of the film.  But it's more than a dramatic mystery but a 'coming of together' film where a family marred by tragedy comes together to heal and bond, and get on with the job of living.   But, it's also a film about love and redemption.  I enjoyed seeing the growing affection between grand-father and grand-son take root, and how Alan and Peter are eventually reconciled.

If you are a fan of the stellar cast like me, you'll enjoy the film for its dramatic acting performances.  If you are a fan of foreign films, you'll like it for its style of cinematic filmmaking and story telling.   If you are a fan of dramatic mysteries, you'll like the film for its genre.  There's much to recommend it.  Do see it for you won't be disappointed.",1
2543,Kind of typical for a British film.  A bit broody with lingering silent scenes.  A dry sense of humor.  Entertaining enough in its own way.  Bill Nighy does his usual good job.,0
2544,"I love Bill Nighy's work and if you do also, this is a prime example of why we do.",1
2545,"Beautifully shot and a heartwarming ending, with some witty writing to boot.",0
2546,"Impressive visually and comedically successful at points. Can't help but feel as if the performances were subdued and the characters not as charming as they clearly hoped to make them. The visuals are honestly the most notable thing, when I think in most films they should be supplementary. I don't think that style is a substitute for substance in this case, despite there being enough substance for a somewhat satisfying experience. At its core it is too earnest to take serious issue with, so one cannot be too harsh. Nighy does alright as a quiet yet eccentric father, but some aspects of his performance felt very average, although this could have been the writing.",0
2547,"A very quirky, dry comedy with some slightly dark themes.  The film stars Bill Nighy as a family man, a sometime tailor, and always a Scrabble enthusiast.  Scrabble hustler or Scrabble addict' may be more appropriate terms.  The dry comedy style is intended to catch the audience off guard.  While this movie may not appear promising to most, it may pleasantly surprise many.",1
2548,"It was just too knowingly light-touch to be convincing. Contrived whimsy like this is just plain annoying - typical of which was the driving scenes, which were knowingly dated, and unreal in their use of background film with actors sat in the studio-based, stationary car. It looked like what it was - an attempt to make a quirky virtue out of a lack of budget. It was just too convenient, and it made me feel sorry for the producers.
The whole thing, which could have been rescued by an engaging plot, was no more than a picaresque odyssey, lacking heft, and the sad thing about saying that, is that in the right hands, you feel that something could have been done with this.",0
2549,"Words can be powerful.  So this is about a father (Bill Nighy) who has lost his son years back.  There wasn't a horrible accident or anything; the boy just walked out on his family and never returned after an argument over Scrabble.  This story is about the father trying to track down his son with no leads while reconnecting with the family that he does have.  Now I am a big fan of Bill Nighy, so I was looking forward to this.  He has never made a project worse by having his name added to the cast list, but it is almost always supporting, not front and center.  He seldom gets cast in roles where he is the lead, and let me tell you: I am pleased to get that here.  I don't think that this movie is perfect, but it does have its strengths.  For starters, I highly enjoyed the premise.  It may be my particular tastes, but it makes me laugh to no end: somebody getting heated over a board game to the point where they walk out of the room and just never come back.  I also appreciated Nighy in this.  Sure, he isn't playing this overly different from the roles you've seen him in previously, but he is still a lovable rascal, and that is infectious.  He causes friction by just being himself with his particular personality, and because there is conflict, you want to see how this is going to play out.  I also loved how he wasn't afraid to confront his son who isn't missing, played here by Sam Riley; it is so rare to see somebody get called out for being passive-aggressive, it was refreshing to watch it here.  Sometimes, Always, Never is an enjoyable little film, and that is my biggest critique: it is small in scope.  It is a somewhat quirky indie movie, and if you enjoy Wes Anderson, you will probably like this, albeit to a lesser extent.  The story is personable, but I don't know how long I will retain from this one after the fact.  It has charm and would likely be a great movie to watch with your parents.  I know it might be confusing for this to have a wide release in the same calendar year as Never, Rarely, Sometimes, Always, but I still give them both recommendations.",1
2550,"I couldn't get into this one. Comparing this to other films about kids experiencing the horrors of war, it can't help but pale to ""Come and See"", but every war film I've seen does, so I won't hold that against this film. What I will hold against it though is how cold I was left throughout it. In spite of how much misery the boy experiences and witnesses in the film (physical abuse, rape, suicide, animal cruelty, pedophilia, bestiality, antisemitism, etc.), the impact it had on him remained too vague for those scenes to stick with me in any lasting way. A lot of this falls on Kotlár since neither his acting nor his physical appearance make any changes throughout the film. Rather, he just keeps the same blank expression on his face and looks the same at the end of the film as he does in the opening. Even the retaliation angle in the second half of the film, while it's one of the more promising elements of the film, didn't click with me as well as it could've due to the reasons listed above. Technically speaking though, the movie is pretty good. Some of the larger-scale gunfights looked cool and, in spite of what I said up above, a couple of the disturbing scenes left a decent impact on me (that's to be expected with a movie like this though). Also, while fair criticisms could be made that the black and white photography looks too pretty and doesn't pair well the disturbing content shown in the film, I enjoyed how it created a contrast between the two. Finally, it was also cool to see Aleksei Kravchenko (star of the aforementioned ""Come and See"") in this film, perhaps as a nod to the film. Overall though, the film sort of just came and went and was pretty forgettable.",0
2551,"A powerful must see Holocaust film. The child lead is absolutely outstanding. Though his character is just an innocent child caught up in genocide, he has the unstoppable will, wit and grit of the most heroic of adult soldiers.",1
2552,"I read ""The Painted Bird"" 50 years ago and found the reading difficult but ehard to put down. The memories of the book haunted me for years. I later read reviews by critics who accused Kosinski of plagiarizing or inventing his material. Perhaps I had been duped into reading something I should not. 

One of the lines of critique engages in the notion that the book--and the movie--are depictions of Nazi Germany. Indeed, the critics say, the scenes did not take place in Germany. The Germans played a small role. It's therefore not a good movie about the Holocaust. 

But that's wrong. The greatest excesses of the Holocaust did in fact occur outside of Germany in Eastern Europe. Even German Jews, and for that matter Dutch and French Jews, were deported into Eastern Europe to be murdered. 

The story line of the Painted Bird is almost certainly apocryphal, a work of fiction, not a documentary.  Like all fiction, it draws its material from human nature. The various depictions of ugliness provided in the book--and in the movie--might never have been witnessed by any one person, and a few might not have actually ever occurred, and only been invented in the  imaginations of twisted people. But the fact remains the stories are there, the notions of depravity are there.  And the fact remains that in Eastern Europe in the 1940s a massive amount of unspeakable, depraved cruelty happened. 

The movie almost perfectly captures Kozinski's story. One can argue whether the story itself should have been told, for the reasons I mentioned above. I believe that it is an important story, not as a document of historical detail, but as a document of human ignorance and cruelty. If we fail to understand that ignorance and cruelty were at the core of the depravity that enveloped Eastern Europe, we have missed not only what happened, but are inviting it to happen again.",1
2553,"I could barely get through the first half hour, it's too graphic and mean for my tastes",0
2554,"Václav Marhoul made a film and it's pretty graphic and it just doesn't work.  Marhoul produced, wrote and directed 'The Painted Bird' based on the novel and, well, you be the judge.  It was never boring, but more in the way people rubberneck at an accident cleared off to the side of the highway than anything else.  It's a herculean task to get grasp of everything Marhoul is attempting to do and that overambitious effort leads to a miss.  Is it art?  Is it exploitative? Maybe some of column A and some of column B.  Final Score: 5.0/10",0
2555,"From the opening scene to the very end, I cried. This is not an easy film to watch, I had to cover my eyes at times as a seemly endless parade of human cruelty, inhumanity and depravity marched by; but at the same time, it was touching and beautiful. Beautifully written, acted, filmed and directed. It’s a courageous movie and a testament to the endurance of the human spirit amid almost unimaginable suffering. It leaves you pondering the human condition and the blindness of hatred and prejudice—literally.",1
2556,"Normally I'm all for these types of movies, the really explicit films trying to make a point with artistic merit, challenging their audiencing, and I enjoy and defend these films... but yhis one doesn't have many redeeming values. The critics lie when they say it has emotional impact, it's more of a numbing sensation from being on the other end of a punch-drunk wrestler who just got his life ruined right before his eyes. The movie opens with a sequence of shocking animal cruelty -- points to the film for shock value, creativity, originality, and uses of quietness and minimalism by the way -- and from there it's just 3 hours of scene-after-scene unpleasantness. It's not entertaining, it KIND OF gets a reaction out of you, but it doesn't leave you emotionally compelled just turned off because there's no significance to what you're seeing for either character development, plot, or atmosphere. It's just unpleasant, miserable cruelty for the sake of exploitation and I think it's trying to have a message but it lost what it was in the process, because nothing seems to really correlate other than ""let's abuse the little boy on-screen as brutally as possible as many times as possible"" and I'm not sure what the point of it all was. There wasn't really a plot, just being passed to different acclaimed actors (Harvey Keitel, Udo Kier, and Stellan Skarsgard) who made me interested in the movie in the first place along with the acclaim. It was more horrific than any horror movie I'd seen despite being labeled a drama. The uncompromisingly bleak visuals do have a sad, memorable beauty to them when something inexcusable isn't happening. There's NC-17 movies I found less unpleasant than this one. Just not a good time in the slightest. It sounds terrible without context, but other war dramas, WWII movies like Schindler's List are at least enjoyable. They're a bit sad, but it's necessary. What scene in this movie feels necessary to the whole? There's no cohesion! Maybe it's my fault for watching an Udo Kier and Stellan Skarsgard movie, like I should've expected Lars Von Trier, but I just wasn't prepared for arthouse horror tonight. I usually love those movies, but those I knew what I was getting into and I never got bored.",0
2557,"You have to be up for a dark and stark picture that describes much of the human condition.  But if you are up for it, this is a well made and acted film.",1
2558,"The Painted Bird, based on the bleak-as-all-hell-not-at-all-biographical novel of the same name, is close to 3 hours of a young boy wandering around a continent torn apart by war and, it would seem, 18th century superstition. I picked up the book in 2014 and it was a very compelling read. The horrors it describes are savage and unrelenting, and it doesn't have many moments of levity. It also isn't very long. The movie adaptation is almost 170 minutes, and while it fits in plenty of violence, there's also an absurd amount of downtime. The book was well-paced and always had something going on, but the film often drags its heels, with characters standing around staring at nothing in particular or walking slowly around. It's like the film keeps getting interrupted by an annoying arthouse flick, and you find yourself actually anticipating the violence just to alleviate the tedium, something you didn't get with the book. It's got some fairly big name, but most of the actors you'll recognise have little more than cameos, with the great Stellan Skarsgård not even getting a single word of dialogue. It's a weird combination of Eli Roth torture porn and Terrence Malick arthouse pretentions. Its bloated length is compounded by its languid pacing, and had about an hour been cut out, which is very doable, it would have been an easier watch. I admire the talent and effort which went into it, and when it wants you to sit up and take notice, you always do. Not for the faint of heart, or those with less than 3 hours to kill, but it's a noble effort nonetheless.",0
2559,"Amazing movie --- heartbreaking, thought-provoking, emotional, and tear jerker.... all the feelings I love from an epic movie like this...",1
2560,it was a really good movie the actor who play bill and ted did a great job but it needed more action. but it was great! movie,1
2561,Won't impress the unconverted but this is a worthy follow up to the original classics.,1
2562,Bill and Ted face the music is undoubtably built on the relationship of the two main leads which makes this worth a watch for the reunion but I did and then the movie feels not as creative and kind of boring sometimes 3/10,0
2563,"A beautiful sequel to a classic film that doesn't miss a beat with its wholesomeness, great characters, charming comedy and fun story. The visuals also get a definite upgrade.",1
2564, It’s funny and the chemistry is still there. The daughters are cute but it is dumb that suddenly Bill and Ted’s destiny’s were suddenly there’s. Almost makes the whole trilogy pointless. ,0
2565,This was very disappointing I could’ve wrote a better script. They should’ve had sons instead of girls betray their children so that the idea of this franchise could continue. I cannot relate to the characters. ,0
2566,"Not as good as the first movie, but then again it's not supposed to be. And i think this movie should have come out sooner. i do kinda wonder what this movie would have been like if it came out in the 90s. But anyway, this movie is funny, charming, and a great finale to a series missing it's finale until now!",1
2567,Good fun and some nice nostalga seeing these guys back togther!,1
2568,"It was disturbing to watch two guys in their late 50's talking and acting like teenagers. Other than that, it was fairly entertaining.",0
2569,"Was not expecting much, shame on me, most excellent",1
2570,Gimmicky si prea grijuliu,0
2571,"Canary Islands, gloomy clay from Bucharest, secret and alluring beauty, gangsters versus the police, big cash to be taken, plus el silbo - whistled language and a disappointing finale - a Romanian remedy for black, with a lack of wit, crime fiction.",0
2572,"Critics seem to love this. The trailer made it look like an intriguing comedy-thriller. It is not. Don’t be swayed by all the raves about Romanian New Wave and deliberately deadpan delivery, pulp fiction etc. It has an interesting premise, but there is zero connection between the viewer and any of the characters, not any credible connection between the characters themselves. One character goes to an island to learn a whole new whistling language, only to use it for about two sentences in the whole film? And after a certain number of double-crossings, it begins to not matter who’s side anyone is on. ",0
2573,"Nah. Not in the least. I don’t understand how any of these plot points connect, who the characters are, what they want, what the timeline is. None of this film makes sense. Nothing is at stake. Everyone knows everything. I’m so surprised that it has such good reviews. I think that people were amazed that an “avant-garde” filmmaker could make something so “traditional.”",0
2574,The ending doesn't really work but it is impressive that the movie takes such a wild concept and makes it convincing for the most part. The recurring jokes and references to the ubiquity of American cultural are a nice touch.,1
2575,"Really enjoyed the character development and the story's format. It rolls on at a steady pace, building the anticipation slowly. Just as it starts to reveal itself, it's as if the director goes for a prolonged break! From thereon, it seems to resort to a lacklustre and sleepy methodology, which is a real shame. With a little more effort, and a tad more tempo, this could have been something really special",1
2576,Now This movie is not for everybody especially me. Maybe if it was in English I would connect with it more but in its current state it's just mediocre. The concept is pretty intriguing but overall it makes for a long bore of a movie night. Now I know that this is a arty Oscar type movie but still. This Oscar movies should connect with us but they don't. It's kind of a shame.,0
2577,"The Whistlers is twisty noir in which everyone is playing multiple angles. There are a couple fun surprises that come out of that, but really I think this movie feels more like the director just thinks the whistling language is really cool and wanted to build a film around it. We get lots of detail about proper finger and tongue placement. We learn that Romanian whistling and Spanish whistling have different consonants and vowels. And as someone who can't whistle I think it's pretty neat that the actors learn the language.",0
2578,Now This movie is not for everybody especially me. Maybe if it was in English I would connect with it more but in its current state it’s just mediocre. The concept is pretty intriguing but overall it makes for a long bore of a movie night. Now I know that this is a arty Oscar type movie but still. This Oscar movies should connect with us but they don’t. It’s kind of a shame. ,0
2579,"I found this movie confusing.  The whistling part was novel, but the characters and their motives were completely unknown to me.  I did not understand if the cop was working with/for/against the crime gang or why.  I did not understand what the criminal enterprise was doing that was illegal.  So I spent most of the movie scratching my head while additional unexplained stuff kept piling on.",0
2580,Absolutely Great story of Family Love,1
2581,I really liked the story. I didn't want the movie to end. the acting was first class excellence! never expect anything less from Costner!,1
2582,"A thriller with lacking thrills!

Half baked character development, and very implausible scene in hotel room  and at the ranch home of demented family, ruined much. 

A potential story line, yet never really carried out to fruition.",0
2583,Just enough action and just enough intrigue. Diane Lane is o e of my favorite actresses. I also like how it wasn’t the perfect happy ending you always anticipate in movies.,1
2584,Very slow and far fetched.,0
2585,Not Kevin Costner’s best work...,0
2586,Ending should have been happier,1
2587,"Plot was sort of simple and forecastable, but I found many of the character relationships complex and interesting. I felt the acting was very good, the characters and the story became believable. I felt this was worth my buck.",1
2588,It was a great story of love for family. It was a little slow at times but only to show the feelings of love for a grandchild and for their safety. Very different and interesting story. Loved it!,1
2589,Moved quickly exciting all the way,1
2590,"Roteiro maravilhoso, bem amarrado, e tem certa profundidade (passando por exemplo a mensagem de que basta crescer p a sociedade te olhar com outros olhos se você não cumpre certas expectativas). Além de discutir assuntos que funcionaram muito bem quando trabalhados no contexto do filme, como vícios e desvios psicológicos (eu diria até freudianos). O timing de humor é simplesmente perfeito, me peguei rindo em vários momentos do filme, que de tão peculiares e despretensiosos, despertam o cômico. Em certos momentos até identifiquei um humor mais ""The Office"", com cenas desconfortáveis e constrangedoras, e que o filme faz questão de prolongar. A atmosfera de tensão e suspense também foi construída de forma exemplar, e o Plot Twist foi a cereja do bolo dessa grata surpresa. A direção do Evan Morgan é muito competente e de um bom nível técnico, e o Adam Brody desempenha bem seu papel (considero-o um bom ator, muitas vezes subestimado).",1
2591,"I have never been to Canada so this is just speculation or riding the cliché joke about Canadians. ""The Kid Detective"" might just be the most Canadian movie of all time. In a good way.

The dry humor and low key, deadpan way all the characters seem to have is so great. The plot and the mystery are not too bad either. Unusual. I don't know if it's meant to be kid friendly or that the avoidance of curse words and sexual situations is part of the joke. I'm thinking it's part of the joke because some grizzly stuff is referred to. The way my stage persona Sugar never cussed, except when he did, to great effect. Or was the sweet old southernish man that started slow then described extreme sex in terms of an electromagnetic pulse. Actually I told that joke two ways. 
Anyway I may like this movie for the best reason of all, the humor reminds me of me. lol",1
2592,"Funny, triumphant, and yet heartbreakingly sad in equal measure.",1
2593,"This was a really, really great film - in fact, one of the best i've seen that's been made in the last decade.
In saying that, it's not for everyone - the humour is VERY dry, and it gets damn dark for a brief moment, but i think it's a quality piece of cinema.
Great story, great cast, i can't say enough good things about this.",1
2594,Love Adam Brody and his dry deliveries and this flick utilized him well.,1
2595,Loved it. Great film.,1
2596,"Adam Brody shines here in a part that seems tailor-made for him with a script that's full of dry humour, but also has deeper layers that deal with some dark subject matter such as murder, kidnapping and the crippling mental burden of high expectations put on young people. It's a clever blend of charming dark comedy and a whodunit with a serious centre that it expertly dances around before hitting you with the full blast in the finale. The conflicting tones do somewhat diminish each other from having a deeper impact, but it's also what makes ‘The Kid Detective' interesting, enjoyable and entertaining to watch.",1
2597,"Possibly my favourite film of 2020 and a great film in general, well worth a watch",1
2598,a big surprise - far better than you think it is. i promise you: it's better than you assume.,1
2599,"This movie is amazing. Nearly turned  it off after the first few minutes during the set up. So glad i didn't.
This movie is so clever, deep and funny it's great. It's skirts dark comedy and deep drama in such a great way.
I was thinking about this film a long time afterwards.
Also the lead actor was fantastic,",1
2600,"This 97 minute documentary works on two levels: reviewing the National Enquirer's  seedy stories of human beings and, secondly, the seedier side of how the tabloid acquired these stories.",1
2601,"A really fair and balanced documentary on The National Enquirer.  This was a breeze.  While it's more a stroll down memory lane than an expose, we all need some empty calories every once in a while! Final Score: 8.1/10",1
2602,Interesting take on the media and a fascinating look at the evolution of tabloid culture from print to the MAKING OF A PRESIDENT.,1
2603,"if you're even remotely a fan of Wrestling, this is a definite recommend. If you know and love the world of Wrestling, the you will really love  and appreciate this documentary.",1
2604,I - COULDN'T - SIT - THROUGH - THIS - MOVIE!,0
2605,"I want to dropkick whoever ""sound mixed"" this movie. My ears are BLEEDING",0
2606,Good documentary but the only annoying part is when he moping around while living in his nice big house.,0
2607,"You witness David being mutilated and nearly killed in the ring, which was the most shocking, disgusting, depressing thing I have ever seen. It's not wrestling, it's just desperate and inhumane...",0
2608,Amazingly oddball and wonderful.,1
2609,David Arquette is my hero.,1
2610,"A pathetic attempt at a redemption story that falls flat. Comparing Arquette to DiCaprio, del Toro, and McConaughey was disgraceful.",0
2611,"It’s ‘about’ wrestling, but it’s also about a (very) damaged man looking for acceptance at any cost, searching for his place in the world. He just happens to be doing it through wrestling!",1
2612,"This is what I like to call a fictionalized documentary or for wrestling fans a work shoot.  David Arquette says early in the doc that he been auditioning and being rejected for 10 years.  Check out his IMDB page.  He's actually quite busy.  I have mixed feelings because it's pretty clear Arquette has demons and obsessions.  He'a a very likable guy who is looking for redemption, but there's no way average Americans wouldn't want to talk to Arquette.  There's a scene that goes a little over trying to portray him as a complete loser.  It's overkill.  The second half of the film is heartwarming.   There are wrestling fans who won't watch this because the common theory is 'David Arquette killed the business' (of wrestling).  It's really uplifting even if it's filmed more like an action film.  Arquette served as an executive producer so understand going in this is a vehicle for the protagonist.  Stay through the credits, that's real!  Final Score: 7/10",1
2613,"A potentially interesting premise loses the plot and wanders off the rails at some point, aimlessly meandering to a vague ending... which isn't necessarily a bad thing.",1
2614,"""What if like, everyone suddenly had to become intensely present, like they were on shrooms! How would different people handle that?"" The connection between death and the present moment is as old as humanity, but what made me want to recommend this movie was how surprisingly funny it was.",1
2615,"Boring. Need I say more? I get that death is a terrible thing to contemplate, and thinking constantly about its inevitability is unpleasant, but this tried to be more than it was.",0
